1688511613,1225,Redmond,47.673,-122.091,4.699,5.059,4.869
1688511613,8,Kirkland,47.681,-122.181,4.699,5.069,
1688511613,110,Issaquah,47.551,-122.052,4.799,5.199,
1688511613,1,Seattle,47.565,-122.331,4.759,5.199,
1688511613,747,Woodinville,47.78,-122.148,4.699,5.059,4.819
1688511613,6,Tukwila,47.446,-122.248,4.699,4.999,4.599
1688511613,106,Aurora Village,47.775,-122.344,4.799,5.099,
1688511613,1190,Lynnwood,47.834,-122.273,4.699,4.999,4.799
1688511613,115,Lynnwood Business Center,47.826,-122.31,4.699,4.999,
1688511613,1029,Covington WA,47.355,-122.121,4.599,4.999,
1688511613,114,Everett WA,47.904,-122.21,4.699,4.999,
1688511613,61,Federal Way,47.287,-122.31,4.289,4.689,
1688511613,1588,Lake Stevens,47.975,-122.105,4.699,4.999,
1688511613,13,Silverdale,47.657,-122.68,4.439,4.959,4.599
1688511613,624,Gig Harbor,47.358,-122.604,4.659,5.099,
1688511613,1278,Bonney Lake,47.167,-122.159,4.659,4.959,4.869
1688511613,95,Tacoma,47.225,-122.468,4.499,4.899,
1688511613,660,Puyallup,47.156,-122.309,4.499,4.899,
1688511613,642,Marysville WA,48.148,-122.191,4.499,4.959,
1688511613,740,Lacey,47.059,-122.761,4.629,4.999,4.699
1688511613,639,Sequim,48.077,-123.126,4.699,5.099,
1688511613,64,Tumwater,46.997,-122.916,4.629,4.999,
1688511613,662,Burlington WA,48.454,-122.338,4.539,4.939,
1688511613,1216,Bellingham,48.792,-122.514,4.459,4.899,4.099
1688511613,112,Wenatchee,47.401,-120.281,4.599,4.999,
1688511613,1013,Union Gap,46.563,-120.5,4.299,4.799,
1688511613,1059,Warrenton,46.147,-123.914,4.399,4.699,
1688511613,772,Vancouver WA,45.685,-122.605,4.539,4.899,4.259
1688511613,1086,E Vancouver WA,45.622,-122.473,4.569,4.939,
1688511613,2,Portland,45.559,-122.524,4.499,4.799,4.239
1688511613,692,Hillsboro,45.536,-122.935,4.449,4.799,
1688511613,9,Aloha,45.509,-122.842,4.449,4.799,
1688511613,97,Clackamas,45.428,-122.574,4.359,4.759,
1688511613,111,Tigard,45.435,-122.758,4.359,4.759,
1688511613,766,Wilsonville,45.333,-122.764,4.399,4.769,
1688511613,486,Kennewick,46.226,-119.235,4.769,4.999,
1688511613,1492,Salem,44.884,-123.007,4.199,4.599,
1688511613,682,Albany,44.638,-123.066,4.099,4.499,
1688511613,1298,N Spokane,47.766,-117.383,4.479,4.799,4.479
1688511613,670,Spokane,47.658,-117.333,4.479,4.899,
1688511613,17,Eugene,44.089,-123.065,4.399,4.799,
1688511613,773,Coeur D' Alene,47.709,-116.783,3.949,4.399,3.899
1688511613,103,Clarkston,46.423,-117.042,4.049,4.799,4.199
1688511613,1073,Roseburg,43.26,-123.35,4.299,4.769,
1688511613,745,Kalispell,48.234,-114.333,3.539,3.959,
1688511613,1287,Central Point,42.375,-122.887,4.359,4.779,4.159
1688511613,67,Missoula,46.895,-114.038,3.649,4.059,
1688511613,734,Nampa,43.615,-116.59,3.739,4.039,
1688511613,1343,Meridian,43.661,-116.436,3.779,4.139,
1688511613,761,Boise,43.586,-116.276,3.759,4.099,
1688511615,778,Fremont,37.502,-121.973,4.479,4.799,
1688511615,1061,Hayward,37.615,-122.09,4.299,4.599,
1688511615,423,Sunnyvale,37.372,-121.995,4.279,4.599,
1688511615,1042,Redwood City,37.479,-122.216,4.499,4.959,
1688511615,129,Santa Clara,37.357,-121.939,4.279,4.679,
1688511615,1004,NE San Jose,37.39,-121.884,4.399,4.699,
1688511615,823,Hayward Business Center,37.668,-122.103,4.199,4.579,
1688511615,148,San Jose,37.31,-121.851,4.349,4.649,
1688511615,118,San Leandro,37.72,-122.182,4.159,4.599,
1688511615,146,Livermore,37.703,-121.812,4.329,4.799,
1688511615,21,Danville,37.782,-121.973,4.499,4.899,
1688511615,422,S San Francisco,37.642,-122.401,4.499,4.799,
1688511615,1267,Great Oaks,37.244,-121.786,4.379,4.779,
1688511615,475,El Camino,37.665,-122.448,4.499,4.799,
1688511615,482,Richmond CA,37.898,-122.321,4.399,4.759,
1688511615,663,Concord,37.958,-122.033,4.299,4.699,
1688511615,658,Tracy,37.751,-121.475,4.159,4.599,
1688511615,149,Santa Cruz,36.985,-122.033,4.159,4.459,4.999
1688511615,1002,Antioch,38.009,-121.836,4.499,4.799,
1688511615,760,Gilroy,37.008,-121.556,4.659,4.959,
